date,campaign_version,region,daily_budget,match_types,clicks,cost,all_conv
2024-06-26,13,B,38.83,Phrase; Exact,4,2.59,0.0
2025-01-14,24,USA,200.0,Phrase; Exact,38,230.1,0.0
2025-01-15,1,A,13.53,Broad,10,14.5,0.0
2025-01-15,9,A,50.0,Phrase; Exact,37,60.39,0.0
2025-01-15,2,B,12.35,Broad,24,13.38,1.0
2025-01-15,15,B,30.0,Phrase; Exact,46,35.34,1.0
2025-01-15,3,C,6.18,Broad,17,7.21,0.0
2025-01-15,6,C,15.0,Phrase; Exact,21,15.2,0.0
2025-01-15,19,USA,96.47,Broad,21,93.01,0.0
2025-01-15,24,USA,200.0,Phrase; Exact,37,222.57,0.0
2025-01-16,1,A,13.53,Broad,6,8.28,0.0
2025-01-16,9,A,50.0,Phrase; Exact,45,56.13,1.0
2025-01-16,2,B,12.35,Broad,28,13.93,1.0
2025-01-16,15,B,30.0,Phrase; Exact,27,18.01,0.0
2025-01-16,3,C,6.18,Broad,16,6.52,0.0
2025-01-16,6,C,15.0,Phrase; Exact,15,8.48,0.0
2025-01-16,19,USA,96.47,Broad,18,122.56,0.0
2025-01-16,24,USA,200.0,Phrase; Exact,41,209.28,0.0
2025-01-17,1,A,13.53,Broad,7,8.01,0.0
2025-01-17,9,A,50.0,Phrase; Exact,35,52.16,0.0
2025-01-17,2,B,12.35,Broad,23,11.93,0.0
2025-01-17,15,B,30.0,Phrase; Exact,33,24.29,0.0
2025-01-17,3,C,6.18,Broad,22,6.86,0.0
2025-01-17,6,C,15.0,Phrase; Exact,20,11.71,0.0
2025-01-17,19,USA,96.47,Broad,12,52.0,0.0
2025-01-17,24,USA,200.0,Phrase; Exact,37,219.11,0.0
2025-01-18,1,A,13.53,Broad,3,3.42,0.0
2025-01-18,9,A,50.0,Phrase; Exact,15,25.78,1.0
2025-01-18,2,B,12.35,Broad,19,9.55,0.0
2025-01-18,15,B,30.0,Phrase; Exact,30,20.69,0.0
2025-01-18,3,C,6.18,Broad,11,5.24,0.0
2025-01-18,6,C,15.0,Phrase; Exact,24,18.48,0.0
2025-01-18,19,USA,96.47,Broad,16,70.96,0.0
2025-01-18,24,USA,200.0,Phrase; Exact,31,199.19,0.0
2025-01-19,1,A,13.53,Broad,18,25.54,0.0
2025-01-19,9,A,50.0,Phrase; Exact,25,31.43,0.0
2025-01-19,2,B,12.35,Broad,18,9.84,0.0
2025-01-19,15,B,30.0,Phrase; Exact,49,38.06,0.0
2025-01-19,3,C,6.18,Broad,9,3.93,0.0
2025-01-19,6,C,15.0,Phrase; Exact,27,15.66,0.0
2025-01-19,19,USA,96.47,Broad,16,85.23,0.0
2025-01-19,24,USA,200.0,Phrase; Exact,32,164.34,0.0
2025-01-20,1,A,13.53,Broad,12,17.65,0.0
2025-01-20,9,A,50.0,Phrase; Exact,52,70.72,2.0
2025-01-20,2,B,12.35,Broad,17,9.43,0.0
2025-01-20,15,B,30.0,Phrase; Exact,56,44.67,5.0
2025-01-20,3,C,6.18,Broad,9,3.04,0.0
2025-01-20,6,C,15.0,Phrase; Exact,34,18.17,0.0
2025-01-20,19,USA,96.47,Broad,11,62.49,0.0
2025-01-20,24,USA,200.0,Phrase; Exact,30,183.57,0.0
2025-01-21,1,A,13.53,Broad,16,15.59,0.0
2025-01-21,9,A,50.0,Phrase; Exact,46,55.11,2.0
2025-01-21,2,B,12.35,Broad,30,18.57,0.0
2025-01-21,15,B,30.0,Phrase; Exact,50,38.03,0.0
2025-01-21,3,C,6.18,Broad,22,10.58,0.0
2025-01-21,6,C,15.0,Phrase; Exact,22,10.93,0.0
2025-01-21,19,USA,96.47,Broad,21,115.32,0.0
2025-01-21,24,USA,200.0,Phrase; Exact,27,191.64,0.0
2025-01-22,1,A,13.53,Broad,11,14.44,0.0
2025-01-22,9,A,50.0,Phrase; Exact,34,39.35,0.0
2025-01-22,2,B,12.35,Broad,22,14.96,0.0
2025-01-22,15,B,30.0,Phrase; Exact,37,30.21,0.0
2025-01-22,3,C,6.18,Broad,3,7.22,0.0
2025-01-22,6,C,15.0,Phrase; Exact,26,19.98,0.0
2025-01-22,19,USA,96.47,Broad,27,153.22,0.0
2025-01-22,24,USA,200.0,Phrase; Exact,25,193.07,0.0
2025-01-23,1,A,13.53,Broad,12,12.58,0.0
2025-01-23,9,A,50.0,Phrase; Exact,37,54.77,3.0
2025-01-23,2,B,12.35,Broad,28,12.79,1.0
2025-01-23,15,B,30.0,Phrase; Exact,43,28.0,0.0
2025-01-23,3,C,6.18,Broad,18,5.7,0.0
2025-01-23,6,C,15.0,Phrase; Exact,25,19.03,0.0
2025-01-23,19,USA,96.47,Broad,23,120.49,0.0
2025-01-23,24,USA,200.0,Phrase; Exact,35,195.29,2.0
2025-01-24,1,A,13.53,Broad,9,10.53,0.0
2025-01-24,9,A,50.0,Phrase; Exact,39,47.83,0.0
2025-01-24,2,B,12.35,Broad,22,12.26,0.0
2025-01-24,15,B,30.0,Phrase; Exact,37,27.42,0.0
2025-01-24,3,C,6.18,Broad,16,8.27,0.0
2025-01-24,6,C,15.0,Phrase; Exact,31,17.37,0.0
2025-01-24,19,USA,96.47,Broad,12,84.57,0.0
2025-01-24,24,USA,200.0,Phrase; Exact,29,157.78,0.0
2025-01-25,1,A,13.53,Broad,3,2.61,0.0
2025-01-25,9,A,50.0,Phrase; Exact,27,31.0,0.0
2025-01-25,2,B,12.35,Broad,14,4.85,0.0
2025-01-25,15,B,30.0,Phrase; Exact,38,21.38,0.0
2025-01-25,3,C,6.18,Broad,20,6.07,0.0
2025-01-25,6,C,15.0,Phrase; Exact,28,11.92,0.0
2025-01-25,19,USA,96.47,Broad,13,71.14,0.0
2025-01-25,24,USA,200.0,Phrase; Exact,16,75.5,0.0
2025-01-26,1,A,13.53,Broad,14,22.13,0.0
2025-01-26,9,A,50.0,Phrase; Exact,10,11.49,0.0
2025-01-26,2,B,12.35,Broad,18,6.72,0.0
2025-01-26,15,B,30.0,Phrase; Exact,33,17.58,0.0
2025-01-26,3,C,6.18,Broad,9,2.46,0.0
2025-01-26,6,C,15.0,Phrase; Exact,27,13.86,0.0
2025-01-26,19,USA,96.47,Broad,13,58.23,0.0
2025-01-26,24,USA,200.0,Phrase; Exact,33,183.24,0.0
2025-01-27,1,A,13.53,Broad,11,12.05,0.0
2025-01-27,9,A,50.0,Phrase; Exact,39,60.7,5.0
2025-01-27,2,B,12.35,Broad,21,8.63,0.0
2025-01-27,15,B,30.0,Phrase; Exact,49,27.01,0.0
2025-01-27,3,C,6.18,Broad,20,6.39,0.0
2025-01-27,6,C,15.0,Phrase; Exact,18,11.79,0.0
2025-01-27,19,USA,96.47,Broad,17,111.03,0.0
2025-01-27,24,USA,200.0,Phrase; Exact,37,291.61,0.0
2025-01-28,1,A,13.53,Broad,9,13.85,0.0
2025-01-28,9,A,50.0,Phrase; Exact,56,77.78,1.0
2025-01-28,2,B,12.35,Broad,13,6.42,0.0
2025-01-28,15,B,30.0,Phrase; Exact,44,32.25,1.0
2025-01-28,3,C,6.18,Broad,15,5.12,0.0
2025-01-28,6,C,15.0,Phrase; Exact,13,8.36,0.0
2025-01-28,19,USA,96.47,Broad,17,88.59,0.0
2025-01-28,24,USA,200.0,Phrase; Exact,37,210.73,1.0
2025-01-29,1,A,13.53,Broad,12,12.12,0.0
2025-01-29,9,A,50.0,Phrase; Exact,37,53.84,1.0
2025-01-29,2,B,12.35,Broad,14,7.99,0.0
2025-01-29,15,B,30.0,Phrase; Exact,29,20.65,0.0
2025-01-29,3,C,6.18,Broad,15,5.55,0.0
2025-01-29,6,C,15.0,Phrase; Exact,18,7.0,0.0
2025-01-29,19,USA,96.47,Broad,23,91.17,0.0
2025-01-29,24,USA,200.0,Phrase; Exact,35,183.29,0.0
2025-01-30,1,A,13.53,Broad,7,10.49,0.0
2025-01-30,9,A,50.0,Phrase; Exact,32,43.91,1.0
2025-01-30,2,B,12.35,Broad,34,21.5,0.0
2025-01-30,15,B,30.0,Phrase; Exact,43,34.48,4.0
2025-01-30,3,C,6.18,Broad,16,4.67,0.0
2025-01-30,6,C,15.0,Phrase; Exact,29,16.6,0.0
2025-01-30,19,USA,96.47,Broad,12,95.97,1.0
2025-01-30,24,USA,200.0,Phrase; Exact,23,167.43,5.0
2025-01-31,1,A,13.53,Broad,4,6.62,1.0
2025-01-31,9,A,50.0,Phrase; Exact,24,28.07,4.0
2025-01-31,2,B,12.35,Broad,27,17.53,0.0
2025-01-31,15,B,30.0,Phrase; Exact,27,22.61,1.0
2025-01-31,3,C,6.18,Broad,9,3.01,0.0
2025-01-31,6,C,15.0,Phrase; Exact,27,17.4,0.0
2025-01-31,19,USA,96.47,Broad,16,62.45,0.0
2025-01-31,24,USA,200.0,Phrase; Exact,23,124.41,0.0
2025-02-01,1,A,13.53,Broad,12,13.62,0.0
2025-02-01,9,A,50.0,Phrase; Exact,16,19.0,0.0
2025-02-01,2,B,12.35,Broad,22,12.58,0.0
2025-02-01,15,B,30.0,Phrase; Exact,34,23.35,1.0
2025-02-01,3,C,6.18,Broad,25,9.07,0.0
2025-02-01,6,C,15.0,Phrase; Exact,25,15.64,0.0
2025-02-01,19,USA,96.47,Broad,12,53.89,0.0
2025-02-01,24,USA,200.0,Phrase; Exact,39,175.62,0.0
2025-02-02,1,A,13.53,Broad,16,18.32,0.0
2025-02-02,9,A,50.0,Phrase; Exact,43,69.12,2.0
2025-02-02,2,B,12.35,Broad,28,12.33,0.0
2025-02-02,15,B,30.0,Phrase; Exact,37,33.83,0.0
2025-02-02,3,C,6.18,Broad,16,6.53,0.0
2025-02-02,6,C,15.0,Phrase; Exact,21,14.81,0.0
2025-02-02,19,USA,96.47,Broad,24,140.01,0.0
2025-02-02,24,USA,200.0,Phrase; Exact,29,136.49,0.0
2025-02-03,1,A,13.53,Broad,8,12.63,0.0
2025-02-03,9,A,50.0,Phrase; Exact,46,71.33,0.0
2025-02-03,2,B,12.35,Broad,32,14.01,0.0
2025-02-03,15,B,30.0,Phrase; Exact,49,36.69,2.0
2025-02-03,3,C,6.18,Broad,17,4.82,0.0
2025-02-03,6,C,15.0,Phrase; Exact,27,14.24,0.0
2025-02-03,19,USA,96.47,Broad,17,117.77,0.0
2025-02-03,24,USA,200.0,Phrase; Exact,44,323.41,0.0
2025-02-04,1,A,13.53,Broad,13,12.24,0.0
2025-02-04,9,A,50.0,Phrase; Exact,38,57.48,0.0
2025-02-04,2,B,12.35,Broad,20,8.44,0.0
2025-02-04,15,B,30.0,Phrase; Exact,37,30.5,1.0
2025-02-04,3,C,6.18,Broad,17,4.7,0.0
2025-02-04,6,C,15.0,Phrase; Exact,23,17.26,0.0
2025-02-04,19,USA,96.47,Broad,19,110.09,0.0
2025-02-04,24,USA,200.0,Phrase; Exact,26,216.48,0.0
2025-02-05,1,A,13.53,Broad,6,7.54,0.0
2025-02-05,9,A,50.0,Phrase; Exact,40,59.22,1.0
2025-02-05,2,B,12.35,Broad,17,9.98,0.0
2025-02-05,15,B,30.0,Phrase; Exact,46,29.04,0.0
2025-02-05,3,C,6.18,Broad,7,2.09,0.0
2025-02-05,6,C,15.0,Phrase; Exact,29,13.06,0.0
2025-02-05,19,USA,96.47,Broad,16,110.16,0.0
2025-02-05,24,USA,200.0,Phrase; Exact,30,220.35,0.0
2025-02-06,1,A,13.53,Broad,9,12.47,0.0
2025-02-06,9,A,50.0,Phrase; Exact,41,55.03,0.0
2025-02-06,2,B,12.35,Broad,28,15.97,1.0
2025-02-06,15,B,30.0,Phrase; Exact,39,24.3,0.0
2025-02-06,3,C,6.18,Broad,23,8.72,0.0
2025-02-06,6,C,15.0,Phrase; Exact,28,18.04,0.0
2025-02-06,19,USA,96.47,Broad,18,112.35,0.0
2025-02-06,24,USA,200.0,Phrase; Exact,32,210.46,0.0
2025-02-07,1,A,13.53,Broad,13,13.81,0.0
2025-02-07,9,A,50.0,Phrase; Exact,18,22.65,1.0
2025-02-07,2,B,12.35,Broad,26,14.02,1.0
2025-02-07,15,B,30.0,Phrase; Exact,43,29.9,0.0
2025-02-07,3,C,6.18,Broad,17,6.56,0.0
2025-02-07,6,C,15.0,Phrase; Exact,18,12.21,4.0
2025-02-07,19,USA,96.47,Broad,9,50.16,0.0
2025-02-07,24,USA,200.0,Phrase; Exact,20,172.45,1.0
2025-02-08,1,A,13.53,Broad,9,10.56,0.0
2025-02-08,9,A,50.0,Phrase; Exact,27,35.39,0.0
2025-02-08,2,B,12.35,Broad,26,12.37,0.0
2025-02-08,15,B,30.0,Phrase; Exact,36,19.31,0.0
2025-02-08,3,C,6.18,Broad,23,7.04,0.0
2025-02-08,6,C,15.0,Phrase; Exact,18,9.39,1.0
2025-02-08,19,USA,96.47,Broad,11,34.6,0.0
2025-02-08,24,USA,200.0,Phrase; Exact,21,105.71,0.0
2025-02-09,1,A,13.53,Broad,7,8.14,0.0
2025-02-09,9,A,50.0,Phrase; Exact,35,49.0,0.0
2025-02-09,2,B,12.35,Broad,28,12.94,1.0
2025-02-09,15,B,30.0,Phrase; Exact,55,44.14,0.0
2025-02-09,3,C,6.18,Broad,19,6.23,0.0
2025-02-09,6,C,15.0,Phrase; Exact,40,21.68,0.0
2025-02-09,19,USA,96.47,Broad,7,20.9,0.0
2025-02-09,24,USA,200.0,Phrase; Exact,31,177.89,5.0
2025-02-10,1,A,13.53,Broad,22,22.92,0.0
2025-02-10,9,A,50.0,Phrase; Exact,38,56.96,3.0
2025-02-10,2,B,12.35,Broad,24,11.64,1.0
2025-02-10,15,B,30.0,Phrase; Exact,39,29.08,0.0
2025-02-10,3,C,6.18,Broad,19,6.04,0.0
2025-02-10,6,C,15.0,Phrase; Exact,19,13.62,0.0
2025-02-10,19,USA,96.47,Broad,33,184.33,0.0
2025-02-10,24,USA,200.0,Phrase; Exact,28,167.65,0.0
2025-03-07,16,B,65.91,Phrase; Exact,1,1.58,0.0
2025-03-08,10,A,164.77,Phrase; Exact,16,30.13,0.0
2025-03-08,16,B,65.91,Phrase; Exact,37,32.48,1.0
2025-03-08,20,USA,153.42,Broad,22,164.43,0.0
2025-03-08,25,USA,275.0,Phrase; Exact,28,167.29,0.0
2025-03-09,10,A,164.77,Phrase; Exact,37,97.4,0.0
2025-03-09,16,B,65.91,Phrase; Exact,92,132.37,0.0
2025-03-09,20,USA,153.42,Broad,24,247.56,0.0
2025-03-09,25,USA,275.0,Phrase; Exact,65,599.99,0.0
2025-03-10,10,A,164.77,Phrase; Exact,93,329.38,4.0
2025-03-10,16,B,65.91,Phrase; Exact,74,106.89,1.0
2025-03-10,20,USA,153.42,Broad,13,133.89,0.0
2025-03-10,25,USA,275.0,Phrase; Exact,56,470.19,0.0
2025-03-11,10,A,164.77,Phrase; Exact,98,324.2,0.0
2025-03-11,16,B,65.91,Phrase; Exact,61,66.65,0.0
2025-03-11,20,USA,153.42,Broad,13,122.39,2.0
2025-03-11,25,USA,275.0,Phrase; Exact,41,293.42,0.0
2025-03-12,10,A,164.77,Phrase; Exact,82,229.21,0.0
2025-03-12,16,B,65.91,Phrase; Exact,66,67.61,0.0
2025-03-12,20,USA,153.42,Broad,17,146.56,0.0
2025-03-12,25,USA,275.0,Phrase; Exact,41,310.02,0.0
2025-03-13,10,A,164.77,Phrase; Exact,76,184.17,4.0
2025-03-13,16,B,65.91,Phrase; Exact,59,64.37,0.0
2025-03-13,20,USA,153.42,Broad,19,117.41,0.0
2025-03-13,25,USA,275.0,Phrase; Exact,39,295.7,0.0
2025-03-14,10,A,164.77,Phrase; Exact,66,158.63,0.0
2025-03-14,16,B,65.91,Phrase; Exact,72,72.47,0.0
2025-03-14,20,USA,153.42,Broad,18,107.95,3.0
2025-03-14,25,USA,275.0,Phrase; Exact,38,291.35,0.0
2025-03-15,10,A,164.77,Phrase; Exact,41,100.96,0.0
2025-03-15,16,B,65.91,Phrase; Exact,48,49.08,0.0
2025-03-15,20,USA,153.42,Broad,13,56.0,0.0
2025-03-15,25,USA,275.0,Phrase; Exact,43,320.56,0.0
2025-03-16,10,A,164.77,Phrase; Exact,56,156.44,1.0
2025-03-16,16,B,65.91,Phrase; Exact,67,75.46,0.0
2025-03-16,20,USA,153.42,Broad,33,248.56,1.0
2025-03-16,25,USA,275.0,Phrase; Exact,50,379.83,0.0
2025-03-17,10,A,164.77,Phrase; Exact,77,237.34,1.0
2025-03-17,16,B,65.91,Phrase; Exact,79,83.13,3.9
2025-03-17,20,USA,153.42,Broad,18,120.72,0.0
2025-03-17,25,USA,275.0,Phrase; Exact,41,273.21,0.0
2025-03-18,10,A,164.77,Phrase; Exact,65,186.7,3.0
2025-03-18,16,B,65.91,Phrase; Exact,62,60.24,0.0
2025-03-18,20,USA,153.42,Broad,16,118.57,0.0
2025-03-18,25,USA,275.0,Phrase; Exact,37,277.78,0.0
2025-03-19,10,A,164.77,Phrase; Exact,77,200.97,2.0
2025-03-19,16,B,65.91,Phrase; Exact,68,69.1,0.0
2025-03-19,20,USA,153.42,Broad,21,143.66,1.0
2025-03-19,25,USA,275.0,Phrase; Exact,45,418.46,2.0
2025-03-20,10,A,164.77,Phrase; Exact,57,148.3,5.0
2025-03-20,16,B,65.91,Phrase; Exact,73,73.78,3.0
2025-03-20,20,USA,153.42,Broad,20,154.43,2.0
2025-03-20,25,USA,275.0,Phrase; Exact,36,224.61,0.0
2025-03-21,10,A,164.77,Phrase; Exact,45,89.99,0.0
2025-03-21,16,B,65.91,Phrase; Exact,45,44.87,0.0
2025-03-21,20,USA,153.42,Broad,9,51.31,0.0
2025-03-21,25,USA,275.0,Phrase; Exact,41,295.75,0.0
2025-03-22,10,A,164.77,Phrase; Exact,45,109.23,1.0
2025-03-22,16,B,65.91,Phrase; Exact,59,63.53,0.0
2025-03-22,20,USA,153.42,Broad,11,58.12,0.0
2025-03-22,25,USA,275.0,Phrase; Exact,30,190.84,0.0
2025-03-23,10,A,164.77,Phrase; Exact,70,256.17,0.0
2025-03-23,16,B,65.91,Phrase; Exact,62,67.09,0.0
2025-03-23,20,USA,153.42,Broad,33,232.9,0.0
2025-03-23,25,USA,275.0,Phrase; Exact,27,170.81,0.0
2025-03-24,10,A,164.77,Phrase; Exact,70,217.33,2.0
2025-03-24,16,B,65.91,Phrase; Exact,79,87.49,0.0
2025-03-24,20,USA,153.42,Broad,20,169.31,0.0
2025-03-24,25,USA,275.0,Phrase; Exact,60,597.74,0.0
2025-03-25,10,A,164.77,Phrase; Exact,60,180.07,1.0
2025-03-25,16,B,65.91,Phrase; Exact,71,76.22,0.0
2025-03-25,20,USA,153.42,Broad,24,142.01,0.0
2025-03-25,25,USA,275.0,Phrase; Exact,27,292.75,0.0
2025-03-26,10,A,164.77,Phrase; Exact,61,189.65,2.0
2025-03-26,16,B,65.91,Phrase; Exact,54,58.32,0.0
2025-03-26,20,USA,153.42,Broad,19,139.08,1.0
2025-03-26,25,USA,275.0,Phrase; Exact,32,304.16,0.0
2025-03-27,10,A,164.77,Phrase; Exact,55,153.85,2.0
2025-03-27,16,B,65.91,Phrase; Exact,51,47.45,0.0
2025-03-27,20,USA,153.42,Broad,20,118.48,0.0
2025-03-27,25,USA,275.0,Phrase; Exact,33,306.67,0.0
2025-03-28,10,A,164.77,Phrase; Exact,35,109.84,1.5
2025-03-28,16,B,65.91,Phrase; Exact,50,54.21,0.0
2025-03-28,20,USA,153.42,Broad,11,73.38,0.0
2025-03-28,25,USA,275.0,Phrase; Exact,31,185.32,0.0
2025-03-29,10,A,164.77,Phrase; Exact,29,73.07,1.5
2025-03-29,16,B,65.91,Phrase; Exact,69,71.41,0.0
2025-03-29,20,USA,153.42,Broad,10,49.36,0.0
2025-03-29,25,USA,275.0,Phrase; Exact,38,269.48,0.0
2025-03-30,10,A,164.77,Phrase; Exact,39,88.26,1.0
2025-03-30,16,B,65.91,Phrase; Exact,53,47.09,1.0
2025-03-30,20,USA,153.42,Broad,20,120.32,0.0
2025-03-30,25,USA,275.0,Phrase; Exact,34,226.69,0.0
2025-03-31,10,A,164.77,Phrase; Exact,69,212.75,7.0
2025-03-31,16,B,65.91,Phrase; Exact,65,67.11,1.0
2025-03-31,20,USA,153.42,Broad,24,171.8,0.0
2025-03-31,25,USA,275.0,Phrase; Exact,45,298.99,3.0
2025-04-01,10,A,164.77,Phrase; Exact,59,193.59,1.0
2025-04-01,16,B,65.91,Phrase; Exact,54,65.75,1.0
2025-04-01,20,USA,153.42,Broad,20,145.76,0.0
2025-04-01,25,USA,275.0,Phrase; Exact,43,326.9,0.0
2025-04-02,10,A,164.77,Phrase; Exact,62,175.73,0.0
2025-04-02,16,B,65.91,Phrase; Exact,66,66.33,1.0
2025-04-02,20,USA,153.42,Broad,20,142.1,0.0
2025-04-02,25,USA,275.0,Phrase; Exact,42,339.69,0.0
2025-04-03,10,A,164.77,Phrase; Exact,69,191.0,2.0
2025-04-03,16,B,65.91,Phrase; Exact,58,66.76,0.0
2025-04-03,20,USA,153.42,Broad,20,121.08,0.0
2025-04-03,25,USA,275.0,Phrase; Exact,37,295.07,1.0
2025-04-04,10,A,164.77,Phrase; Exact,42,109.23,0.0
2025-04-04,16,B,65.91,Phrase; Exact,50,46.78,0.0
2025-04-04,20,USA,153.42,Broad,10,84.93,0.0
2025-04-04,25,USA,275.0,Phrase; Exact,24,193.38,3.0
2025-04-05,10,A,164.77,Phrase; Exact,20,41.98,0.0
2025-04-05,16,B,65.91,Phrase; Exact,43,36.13,0.0
2025-04-05,20,USA,153.42,Broad,8,56.95,0.0
2025-04-05,25,USA,275.0,Phrase; Exact,33,242.45,2.0
2025-04-06,10,A,164.77,Phrase; Exact,66,261.38,2.0
2025-04-06,16,B,65.91,Phrase; Exact,58,54.67,0.0
2025-04-06,20,USA,153.42,Broad,36,243.03,0.0
2025-04-06,25,USA,275.0,Phrase; Exact,19,169.86,2.0
2025-04-07,10,A,164.77,Phrase; Exact,77,246.46,9.0
2025-04-07,16,B,65.91,Phrase; Exact,66,64.65,1.0
2025-04-07,20,USA,153.42,Broad,21,157.86,0.0
2025-04-07,25,USA,275.0,Phrase; Exact,60,599.62,3.0
2025-04-08,10,A,164.77,Phrase; Exact,70,170.51,2.0
2025-04-08,16,B,65.91,Phrase; Exact,90,114.65,0.0
2025-04-08,20,USA,153.42,Broad,19,146.17,0.0
2025-04-08,25,USA,275.0,Phrase; Exact,32,359.62,0.0
2025-04-09,10,A,164.77,Phrase; Exact,75,175.81,0.0
2025-04-09,16,B,65.91,Phrase; Exact,78,98.57,0.0
2025-04-09,20,USA,153.42,Broad,25,138.09,0.0
2025-04-09,25,USA,275.0,Phrase; Exact,49,343.26,0.0
2025-04-10,10,A,164.77,Phrase; Exact,63,176.36,4.0
2025-04-10,16,B,65.91,Phrase; Exact,71,69.75,0.0
2025-04-10,20,USA,153.42,Broad,16,135.18,0.0
2025-04-10,25,USA,275.0,Phrase; Exact,38,353.94,16.0
2025-04-11,10,A,164.77,Phrase; Exact,43,123.77,1.0
2025-04-11,16,B,65.91,Phrase; Exact,49,55.3,0.0
2025-04-11,20,USA,153.42,Broad,15,111.77,1.0
2025-04-11,25,USA,275.0,Phrase; Exact,24,204.72,0.0
2025-04-12,10,A,164.77,Phrase; Exact,44,106.15,1.0
2025-04-12,16,B,65.91,Phrase; Exact,53,56.34,0.0
2025-04-12,20,USA,153.42,Broad,5,18.94,0.0
2025-04-12,25,USA,275.0,Phrase; Exact,25,177.73,0.0
2025-04-13,10,A,164.77,Phrase; Exact,37,96.36,4.0
2025-04-13,16,B,65.91,Phrase; Exact,53,60.15,0.0
2025-04-13,20,USA,153.42,Broad,8,61.68,0.0
2025-04-13,25,USA,275.0,Phrase; Exact,37,228.15,0.0
2025-04-14,10,A,164.77,Phrase; Exact,44,106.87,1.0
2025-04-14,16,B,65.91,Phrase; Exact,67,66.95,0.0
2025-04-14,20,USA,153.42,Broad,20,176.88,0.0
2025-04-14,25,USA,275.0,Phrase; Exact,28,306.77,0.0
2025-04-15,10,A,164.77,Phrase; Exact,76,222.07,3.0
2025-04-15,16,B,65.91,Phrase; Exact,61,53.96,0.0
2025-04-15,20,USA,153.42,Broad,20,156.72,0.0
2025-04-15,25,USA,275.0,Phrase; Exact,42,301.29,0.0
2025-04-16,10,A,164.77,Phrase; Exact,52,147.44,2.0
2025-04-16,16,B,65.91,Phrase; Exact,53,47.69,0.0
2025-04-16,20,USA,153.42,Broad,20,124.87,0.0
2025-04-16,25,USA,275.0,Phrase; Exact,32,306.71,0.0
2025-04-17,10,A,164.77,Phrase; Exact,50,126.26,1.0
2025-04-17,16,B,65.91,Phrase; Exact,45,39.27,0.0
2025-04-17,20,USA,153.42,Broad,20,134.32,0.0
2025-04-17,25,USA,275.0,Phrase; Exact,29,242.71,1.0
2025-04-18,10,A,164.77,Phrase; Exact,29,103.49,0.0
2025-04-18,16,B,65.91,Phrase; Exact,71,89.94,0.0
2025-04-18,20,USA,153.42,Broad,8,37.81,0.0
2025-04-18,25,USA,275.0,Phrase; Exact,34,276.55,0.0
2025-04-19,10,A,164.77,Phrase; Exact,32,94.31,2.0
2025-04-19,16,B,65.91,Phrase; Exact,71,86.46,0.0
2025-04-19,20,USA,153.42,Broad,9,67.81,0.0
2025-04-19,25,USA,275.0,Phrase; Exact,37,200.1,0.0
2025-04-20,10,A,164.77,Phrase; Exact,74,329.54,1.0
2025-04-20,16,B,65.91,Phrase; Exact,54,65.95,2.0
2025-04-20,20,USA,153.42,Broad,29,260.52,9.0
2025-04-20,25,USA,275.0,Phrase; Exact,44,492.59,0.0
2025-06-20,11,A,86.96,Phrase; Exact,1,1.81,0.0
2025-06-20,17,B,34.78,Phrase; Exact,2,3.5,0.0
2025-06-21,11,A,86.96,Phrase; Exact,12,21.97,0.0
2025-06-21,17,B,34.78,Phrase; Exact,50,67.28,0.0
2025-06-21,26,USA,120.0,Phrase; Exact,1,3.02,0.0
2025-06-22,11,A,86.96,Phrase; Exact,18,45.2,0.0
2025-06-22,17,B,34.78,Phrase; Exact,26,38.13,0.0
2025-06-22,26,USA,120.0,Phrase; Exact,2,15.16,0.0
2025-06-23,11,A,86.96,Phrase; Exact,52,177.11,0.0
2025-06-23,17,B,34.78,Phrase; Exact,29,33.64,0.0
2025-06-23,21,USA,26.09,Broad,1,11.44,0.0
2025-06-23,26,USA,120.0,Phrase; Exact,4,30.71,0.0
2025-06-24,11,A,86.96,Phrase; Exact,49,173.79,0.0
2025-06-24,17,B,34.78,Phrase; Exact,32,32.04,0.0
2025-06-24,21,USA,26.09,Broad,5,36.11,0.0
2025-06-24,26,USA,120.0,Phrase; Exact,13,172.77,0.0
2025-06-25,11,A,86.96,Phrase; Exact,40,112.32,1.0
2025-06-25,17,B,34.78,Phrase; Exact,38,34.43,0.0
2025-06-25,21,USA,26.09,Broad,9,51.15,0.0
2025-06-25,26,USA,120.0,Phrase; Exact,9,162.1,0.0
2025-06-26,11,A,86.96,Phrase; Exact,27,105.44,0.0
2025-06-26,17,B,34.78,Phrase; Exact,39,38.31,0.0
2025-06-26,21,USA,26.09,Broad,10,51.67,0.0
2025-06-26,26,USA,120.0,Phrase; Exact,12,239.76,0.0
2025-06-27,11,A,86.96,Phrase; Exact,33,86.67,0.0
2025-06-27,17,B,34.78,Phrase; Exact,41,35.61,0.0
2025-06-27,21,USA,26.09,Broad,13,55.82,0.0
2025-06-27,26,USA,120.0,Phrase; Exact,15,239.87,0.0
2025-06-28,11,A,86.96,Phrase; Exact,25,86.96,0.0
2025-06-28,17,B,34.78,Phrase; Exact,33,30.87,0.0
2025-06-28,21,USA,26.09,Broad,8,36.56,0.0
2025-06-28,26,USA,120.0,Phrase; Exact,12,235.21,0.0
2025-06-29,11,A,86.96,Phrase; Exact,21,67.27,0.0
2025-06-29,17,B,34.78,Phrase; Exact,39,38.81,1.0
