date,region,keyword,campaign,match_type,clicks,cost,all_conv,currency_code,first_page_cpc
2025-02-05,A,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.96,0.0,USD,
2025-02-05,A,system thinking training,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.85,0.0,USD,
2025-02-05,A,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,2,2.31,0.0,USD,
2025-02-05,A,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,2.43,0.0,USD,
2025-02-05,A,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.46,0.0,USD,
2025-02-05,A,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,3.34,0.0,USD,
2025-02-05,B,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,2,0.95,0.0,USD,
2025-02-05,B,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,0.93,0.0,USD,
2025-02-05,B,project management methodologies,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.92,0.0,USD,
2025-02-05,B,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,10,6.89,0.0,USD,
2025-02-05,B,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.29,0.0,USD,
2025-02-05,B,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,6,4.98,0.0,USD,
2025-02-05,B,critical thinking and problem solving,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,0.88,0.0,USD,
2025-02-05,B,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,0.48,0.0,USD,
2025-02-05,B,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.61,0.0,USD,
2025-02-05,B,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.07,0.0,USD,
2025-02-05,B,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,0.44,0.0,USD,
2025-02-05,B,mit system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.14,0.0,USD,
2025-02-05,B,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.42,0.0,USD,
2025-02-05,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.29,0.0,USD,
2025-02-05,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.57,0.0,USD,
2025-02-05,B,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,9,6.59,0.0,USD,
2025-02-05,B,project management online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,3,1.81,0.0,USD,
2025-02-05,B,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.25,0.0,USD,
2025-02-05,B,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.28,0.0,USD,
2025-02-05,B,system design,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.88,0.0,USD,
2025-02-05,B,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.35,0.0,USD,
2025-02-05,B,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,2,1.0,0.0,USD,
2025-02-05,B,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.58,0.0,USD,
2025-02-05,B,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,0.37,0.0,USD,
2025-02-05,B,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,3,4.06,0.0,USD,
2025-02-05,B,technical project management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.24,0.0,USD,
2025-02-05,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,2,0.65,0.0,USD,
2025-02-05,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.1,0.0,USD,
2025-02-05,C,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,1,0.32,0.0,USD,
2025-02-05,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,0.64,0.0,USD,
2025-02-05,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,4,1.13,0.0,USD,
2025-02-05,C,certificate course on business management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,6,2.73,0.0,USD,
2025-02-05,C,critical thinking and problem solving,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.94,0.0,USD,
2025-02-05,C,critical thinking class,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.95,0.0,USD,
2025-02-05,C,how to develop problem solving skills,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.18,0.0,USD,
2025-02-05,C,how to learn to think strategically,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.39,0.0,USD,
2025-02-05,C,learn product management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.31,0.0,USD,
2025-02-05,C,learning system design,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.72,0.0,USD,
2025-02-05,C,logical thinking training,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.43,0.0,USD,
2025-02-05,C,pmp training,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.45,0.0,USD,
2025-02-05,C,product management courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.39,0.0,USD,
2025-02-05,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.52,0.0,USD,
2025-02-05,C,project management online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.28,0.0,USD,
2025-02-05,C,system architecture course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.17,0.0,USD,
2025-02-05,C,system design,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.46,0.0,USD,
2025-02-05,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.29,0.0,USD,
2025-02-05,C,system engineering online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.38,0.0,USD,
2025-02-05,C,systems thinking mit,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,2,2.24,0.0,USD,
2025-02-05,C,what is system thinking,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.56,0.0,USD,
2025-02-05,C,what is system thinking,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.67,0.0,USD,
2025-02-05,USA,best systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,3.04,0.0,USD,
2025-02-05,USA,business systems course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,8.54,0.0,USD,
2025-02-05,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,2.89,0.0,USD,
2025-02-05,USA,project management methodologies,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,3.64,0.0,USD,
2025-02-05,USA,system architecture program,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,8.0,0.0,USD,
2025-02-05,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,4,21.89,0.0,USD,
2025-02-05,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,28.9,0.0,USD,
2025-02-05,USA,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,5,33.26,0.0,USD,
2025-02-05,USA,designing distributed systems,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,11.75,0.0,USD,
2025-02-05,USA,engineering manager course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,10.3,0.0,USD,
2025-02-05,USA,enterprise architecture certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,9.21,0.0,USD,
2025-02-05,USA,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,3.95,0.0,USD,
2025-02-05,USA,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,8.19,0.0,USD,
2025-02-05,USA,learn system architecture,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,35.81,0.0,USD,
2025-02-05,USA,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,2,19.89,0.0,USD,
2025-02-05,USA,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,11.1,0.0,USD,
2025-02-05,USA,mit project management,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,8.05,0.0,USD,
2025-02-05,USA,product management certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,7.47,0.0,USD,
2025-02-05,USA,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,2.4,0.0,USD,
2025-02-05,USA,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,10.52,0.0,USD,
2025-02-05,USA,sysml,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,7.04,0.0,USD,
2025-02-05,USA,system architecture course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,2.32,0.0,USD,
2025-02-05,USA,system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,20.75,0.0,USD,
2025-02-05,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,6.21,0.0,USD,
2025-02-05,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,4.89,0.0,USD,
2025-02-05,USA,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,2.88,0.0,USD,
2025-02-05,USA,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.81,0.0,USD,
2025-02-05,USA,systems design engineering,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,6.49,0.0,USD,
2025-02-05,USA,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.77,0.0,USD,
2025-02-05,USA,the systems thinker,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,7.09,0.0,USD,
2025-02-05,USA,thinking in systems a primer,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,3,14.46,0.0,USD,
2025-02-06,A,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,2,2.21,0.0,USD,
2025-02-06,A,introduction to systems thinking,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,1,1.53,0.0,USD,
2025-02-06,A,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,4,5.48,0.0,USD,
2025-02-06,A,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,2,3.25,0.0,USD,
2025-02-06,A,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.84,0.0,USD,
2025-02-06,A,critical thinking and problem solving,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.43,0.0,USD,
2025-02-06,A,engineering manager course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.59,0.0,USD,
2025-02-06,A,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,14,20.61,0.0,USD,
2025-02-06,A,mit system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.52,0.0,USD,
2025-02-06,A,mit xpro systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.42,0.0,USD,
2025-02-06,A,open university systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,2.02,0.0,USD,
2025-02-06,A,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,3,3.77,0.0,USD,
2025-02-06,A,system design,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,2,2.32,0.0,USD,
2025-02-06,A,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,2.02,0.0,USD,
2025-02-06,A,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,2.33,0.0,USD,
2025-02-06,A,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.6,0.0,USD,
2025-02-06,A,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,3,4.77,0.0,USD,
2025-02-06,A,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,3,1.96,0.0,USD,
2025-02-06,A,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,3.61,0.0,USD,
2025-02-06,A,thinking in systems a primer,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.58,0.0,USD,
2025-02-06,A,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,4,2.52,0.0,USD,
2025-02-06,A,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,2.12,0.0,USD,
2025-02-06,B,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,2,1.65,0.0,USD,
2025-02-06,B,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,4,2.49,1.0,USD,
2025-02-06,B,system architecture program,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,0.97,0.0,USD,
2025-02-06,B,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,18,10.36,0.0,USD,
2025-02-06,B,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.5,0.0,USD,
2025-02-06,B,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,5,3.66,0.0,USD,
2025-02-06,B,construction management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.3,0.0,USD,
2025-02-06,B,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,3,0.86,0.0,USD,
2025-02-06,B,learn system architecture,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.33,0.0,USD,
2025-02-06,B,mit system dynamics group,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.31,0.0,USD,
2025-02-06,B,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.03,0.0,USD,
2025-02-06,B,mit xpro systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.01,0.0,USD,
2025-02-06,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.96,0.0,USD,
2025-02-06,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.66,0.0,USD,
2025-02-06,B,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,5,3.4,0.0,USD,
2025-02-06,B,project management online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.38,0.0,USD,
2025-02-06,B,project management online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.07,0.0,USD,
2025-02-06,B,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.49,0.0,USD,
2025-02-06,B,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.63,0.0,USD,
2025-02-06,B,system thinking training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,1.08,0.0,USD,
2025-02-06,B,systems thinking certificate,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.28,0.0,USD,
2025-02-06,B,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,5,5.2,0.0,USD,
2025-02-06,B,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,0.54,0.0,USD,
2025-02-06,B,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.18,0.0,USD,
2025-02-06,B,systems thinking short course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.27,0.0,USD,
2025-02-06,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,2,0.66,0.0,USD,
2025-02-06,C,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,1,0.3,0.0,USD,
2025-02-06,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,3,0.95,0.0,USD,
2025-02-06,C,project management methodologies,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,3,1.25,0.0,USD,
2025-02-06,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,14,5.23,0.0,USD,
2025-02-06,C,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,0.99,0.0,USD,
2025-02-06,C,certificate course on business management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.61,0.0,USD,
2025-02-06,C,critical thinking and problem solving,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.88,0.0,USD,
2025-02-06,C,critical thinking class,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.82,0.0,USD,
2025-02-06,C,how to develop problem solving skills,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.83,0.0,USD,
2025-02-06,C,learn product management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.31,0.0,USD,
2025-02-06,C,mit project management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.67,0.0,USD,
2025-02-06,C,product development courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.34,0.0,USD,
2025-02-06,C,product management courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.37,0.0,USD,
2025-02-06,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,4,2.27,0.0,USD,
2025-02-06,C,project management techniques,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.03,0.0,USD,
2025-02-06,C,project management training,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.29,0.0,USD,
2025-02-06,C,project manager course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,1.53,0.0,USD,
2025-02-06,C,software architecture course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.41,0.0,USD,
2025-02-06,C,system design mit,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.34,0.0,USD,
2025-02-06,C,system engineering online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,4,1.25,0.0,USD,
2025-02-06,C,systems thinking in business,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.33,0.0,USD,
2025-02-06,C,systems thinking mit,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,3,5.76,0.0,USD,
2025-02-06,USA,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,7.01,0.0,USD,
2025-02-06,USA,best systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,21.46,0.0,USD,
2025-02-06,USA,business systems course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,19.83,0.0,USD,
2025-02-06,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,4.52,0.0,USD,
2025-02-06,USA,project management methodologies,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,10.15,0.0,USD,
2025-02-06,USA,system architecture program,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,3,12.88,0.0,USD,
2025-02-06,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,3,11.1,0.0,USD,
2025-02-06,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,10.36,0.0,USD,
2025-02-06,USA,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,5,15.04,0.0,USD,
2025-02-06,USA,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,3.26,0.0,USD,
2025-02-06,USA,construction management courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,2.82,0.0,USD,
2025-02-06,USA,engineering manager course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,9.48,0.0,USD,
2025-02-06,USA,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,12.96,0.0,USD,
2025-02-06,USA,learn system architecture,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,6.06,0.0,USD,
2025-02-06,USA,learn system architecture,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,11.32,0.0,USD,
2025-02-06,USA,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,3.9,0.0,USD,
2025-02-06,USA,logical thinking training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,2.51,0.0,USD,
2025-02-06,USA,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,19.21,0.0,USD,
2025-02-06,USA,modeling complex systems,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,7.5,0.0,USD,
2025-02-06,USA,organizational design course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,6.68,0.0,USD,
2025-02-06,USA,product development courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.95,0.0,USD,
2025-02-06,USA,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,9.95,0.0,USD,
2025-02-06,USA,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,9.83,0.0,USD,
2025-02-06,USA,scrum master certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,7.27,0.0,USD,
2025-02-06,USA,sysml,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,8.36,0.0,USD,
2025-02-06,USA,system architecture course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,10.19,0.0,USD,
2025-02-06,USA,system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,7.48,0.0,USD,
2025-02-06,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,27.14,0.0,USD,
2025-02-06,USA,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.13,0.0,USD,
2025-02-06,USA,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,9.86,0.0,USD,
2025-02-06,USA,the systems thinker,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,2,13.64,0.0,USD,
2025-02-06,USA,the systems thinker,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,1.45,0.0,USD,
2025-02-06,USA,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,5.33,0.0,USD,
2025-02-06,USA,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.18,0.0,USD,
2025-02-07,A,best critical thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,1,0.91,0.0,USD,
2025-02-07,A,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,5,5.31,0.0,USD,
2025-02-07,A,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,3,2.86,0.0,USD,
2025-02-07,A,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,4,4.73,0.0,USD,
2025-02-07,A,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.67,0.0,USD,
2025-02-07,A,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,5,5.54,1.0,USD,
2025-02-07,A,mit project management,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.0,0.0,USD,
2025-02-07,A,mit xpro systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.08,0.0,USD,
2025-02-07,A,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.97,0.0,USD,
2025-02-07,A,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,4.69,0.0,USD,
2025-02-07,A,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,3,2.55,0.0,USD,
2025-02-07,A,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.04,0.0,USD,
2025-02-07,A,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,2.32,0.0,USD,
